"source","count"
"[Novosibirsk Research Institute of Traumatology and Orthopaedics n.a. Ya.L. Tsivyan]","4"
"[LinkCare GmbH]","3"
"[Instituto Nacional de Cirugia Cardiaca, Uruguay]","1"
"[Academia Cuf Descobertas]","1"
"[Immunovant Sciences GmbH]","8"
"[Chifeng Municipal Hospital]","1"
"[Matrivax Research and Development Corporation]","1"
"[Associazione Italiana per lo Studio del Pancreas]","4"
"[BioSig Technologies, Inc.]","2"
"[Association des Réseaux Bronchiolite]","2"
"[Kinevant Sciences GmbH]","4"
"[Ceska Lekarska Spolecnost Jana Evangelisty Purkyne z.s.]","1"
"[Sojournix, Inc.]","1"
"[Mind Medicine, Inc.]","3"
"[Adaptive Phage Therapeutics, Inc.]","6"
"[Hospital Beneficencia Espanola de Puebla]","4"
"[Ayub Medical College, Abbottabad]","2"
"[Beat COVID LLC]","1"
"[Orthosera Kft.]","1"
"[Cankado GmbH]","4"
"[National Institute of Integrative Medicine, Australia]","1"
"[Orléans Métropole Service de Médecine Préventive]","1"
"[Fundacion GenesisCare]","2"
"[AnnJi Pharmaceutical Co., Ltd.]","2"
"[Riyadh Fertility and Reproductive Health center]","3"
"[Centro Medico ABC]","1"
"[Peptinov SAS]","1"
"[Mountain Dermatology Specialists]","1"
"[TargetCancer Foundation]","1"
"[Inversago Pharma Inc.]","3"
"[Saint Joseph's University, Philadelphia]","2"
"[TheraOp]","1"
"[CytoSorbents Europe GmbH]","3"
"[University in Zielona Góra]","3"
"[Nordic Clinic Stockholm]","1"
"[Artios Pharma Ltd]","4"
"[Vaxxinity, Inc.]","4"
"[Wellish Vision Institute]","1"
"[Turgut Ozal University]","1"
"[Jiangsu Rec-Biotechnology Co., Ltd.]","5"
"[3Spine]","2"
"[Centurion Pharma]","1"
"[Fondazione Ricerca e Innovazione Cardiovascolare ETS]","1"
"[Mediterranean Institute of Oncology]","1"
"[Biorithm Pte Ltd]","1"
"[UltraSight]","5"
"[Irkutsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences]","1"
"[Therasid Bioscience]","1"
"[Luna Genetics]","2"
"[Entheon Biomedical Corp.]","1"
"[Hospital Las Higueras]","1"
"[Universidad Surcolombiana]","2"
"[Sidekick Health]","5"
"[Genlantis Diagnostics]","2"
"[N.N. Blokhin National Medical Research Center of Oncology]","1"
"[Sonnet BioTherapeutics]","4"
"[Aphaia Pharma US LLC]","4"
"[SSM Health Bone and Joint Hospital at St Anthony]","1"
"[Therapeutic Neuroscience Research Group]","1"
"[Cellevolve Bio Inc]","1"
"[Sismanoglio General Hospital]","2"
"[Lavior Pharma Inc.]","1"
"[MiRXES Pte Ltd]","1"
"[Aceragen]","1"
"[Far Eastern Federal University]","2"
"[Gramercy Pain Center]","1"
"[Oasis Pharmaceuticals, LLC]","1"
"[Emboline]","1"
"[RH Nanopharmaceuticals]","1"
"[Children's Oncology Group]","413"
"[Sanofi]","1990"
"[University of Texas at Austin]","238"
"[Shionogi Inc.]","53"
"[Progenics Pharmaceuticals, Inc.]","7"
"[Cellxpert Biotechnology Corp.]","6"
"[The George Washington University Biostatistics Center]","22"
"[Northfield Laboratories]","1"
"[State University of New York - Upstate Medical University]","133"
"[Hebei Medical University]","39"
"[Institut de Recherche pour le Developpement]","42"
"[Norwegian Department of Health and Social Affairs]","8"
"[Alkermes, Inc.]","75"
"[Association Européenne de Recherche en Oncologie]","5"
"[Guidant Corporation]","17"
"[Goethe University]","93"
"[Advanced-J]","1"
"[Group Health Centre]","3"
"[Trier Research Laboratories]","1"
"[Medicines Development for Global Health]","8"
"[Akron Children's Hospital]","27"
"[Sankt Lukas Hospice]","1"
"[Korean Cancer Study Group]","9"
"[OrbusNeich]","9"
"[Mountain States Tumor and Medical Research Institute]","2"
"[King George's Medical University]","4"
"[Portola Pharmaceuticals]","17"
"[Biomedical Development Corporation]","10"
"[University of Campania ""Luigi Vanvitelli""]","132"
"[Marigot Ltd.]","2"
"[Vicus Therapeutics]","3"
"[Tragara Pharmaceuticals, Inc.]","6"
"[Imaging Diagnostic Systems]","1"
"[Bradmer Pharmaceuticals Inc.]","2"
"[Clayton Sleep Insititute]","3"
"[Peking Union Medical College Hospital]","758"
"[PENTAX Europe GmbH]","1"
"[Universidade da Regiao da Campanha]","1"
"[Neuro-Oncology Working Group of the German Cancer Society]","1"
"[Cooperation Afrique]","1"
"[Janssen Sciences Ireland UC]","27"
"[Kirloskar Hospital]","1"
"[Link Medicine Corporation]","2"
"[Institut de Myologie, France]","23"
"[Medasense Biometrics Ltd]","11"
"[Fresenius Kabi Oncology Ltd.]","1"
"[Central Mental Clinic for Outpatients of Baku City]","1"
"[Kaohsiung Kai-Suan Psychiatric Hospital]","9"
"[University of Salzburg]","9"
"[Brighton and Sussex University Hospitals NHS Trust]","19"
"[Ostergotland County Council, Sweden]","19"
"[Jagannath, Sundar, M.D.]","1"
"[TC Erciyes University]","156"
"[Centre Hospitalier de Roanne]","2"
"[SeeCure LLC]","1"
"[Asian Institute of Gastroenterology, India]","64"
"[Charleston Research Institute]","2"
"[GeneOne Life Science, Inc.]","13"
"[Hospital Infanta Sofia]","3"
"[GluSense Ltd]","1"
"[Trieu, Nguyen Thi, M.D.]","7"
"[C.T. Development America, Inc.]","3"
"[VasoNova, Inc.]","1"
"[Flexion Therapeutics, Inc.]","18"
"[Brno University Hospital]","76"
"[Vermillion, Inc.]","1"
"[Buckinghamshire Healthcare NHS Trust]","5"
"[Solasia Pharma K.K.]","6"
"[Beijing Municipal Science & Technology Commission]","4"
"[Navrongo Health Research Centre, Ghana]","1"
"[Hero Institute for Infant Nutrition]","1"
"[University Urological Associates Inc.]","1"
"[Cellex, Inc.]","1"
"[Gynecologic Oncology Trial & Investigation Consortium]","1"
"[Affinium Pharmaceuticals, Ltd]","1"
"[healthEworks LLC]","1"
"[Fertility Specialists of Houston]","1"
"[Lyell McEwin Hospital]","3"
"[Quest PharmaTech Inc.]","1"
"[Konyang University Hospital]","1"
"[Kitani, Lenore, PT]","1"
"[SEAMEO Regional Centre for Food and Nutrition]","11"
"[National Multiple Sclerosis Center]","3"
"[Rensselaer Polytechnic Institute]","3"
"[Federal Research Clinical Center of Federal Medical & Biological Agency, Russia]","12"
"[Ixchelsis Limited]","6"
"[SciVision Biotech Inc.]","11"
"[Iconacy Orthopedic Implants, LLC.]","2"
"[National Centre of Ophthalmology named after academician Zarifa Aliyeva]","2"
"[Adverum Biotechnologies, Inc.]","8"
"[Abnoba Korea]","1"
"[Sinopsys Surgical]","4"
"[DDC Clinic - Center for Special Needs Children]","1"
"[Shepherd Center, Atlanta GA]","14"
"[Universidad Nacional de Asunción]","3"
"[University of Greenwich]","10"
"[SPGO Research Mannheim GmbH]","1"
"[Dr. Susan Love Research Foundation]","1"
"[Southeast Clinical Research Associates, Houston, Texas]","1"
"[RAPT Therapeutics, Inc.]","5"
"[Envisia Therapeutics]","1"
"[University of Paris 13]","13"
"[Verisfield UK Ltd. Greek Branch]","2"
"[Auburn University]","48"
"[Children's Surgical Center, Cambodia]","2"
"[Europainclinics z.ú.]","11"
"[Enzymatica AB]","4"
"[Palacky University]","17"
"[Turkish Metabolic Surgery Foundation]","2"
"[Philips Digital & Computational Pathology]","3"
"[University of Mogi das Cruzes]","14"
"[Sportunion Österreich]","1"
"[University Hospital of Patras]","31"
"[Cameroon Baptist Convention Health]","2"
"[The Mathile Institute for the Advancement of Human Nutrition]","1"
"[Dr. Soliman Fakeeh Hospital]","3"
"[Alcresta Therapeutics, Inc.]","2"
"[Daiichi Sankyo Brasil Farmacêutica LTDA]","1"
"[Huizhou Municipal Central Hospital]","1"
"[Glia, LLC]","4"
"[Direct Plantes]","1"
"[Avadel]","2"
"[University of Peradeniya]","3"
"[Dr. Soetomo General Hospital]","13"
"[Armed Forces Hampyeong Hospital]","1"
"[St. Ambrose University]","8"
"[Jozef Stefan Institute]","5"
"[Gaia AG]","8"
"[South Egypt Cancer Institute]","29"
"[Castleman Disease Collaborative Network]","1"
"[Sano]","2"
"[Vall d'Hebron Institute of Oncology]","8"
"[dorsaVi Ltd]","2"
"[University of Roehampton]","12"
"[Enterin Inc.]","4"
"[Medinet Heart Centre]","2"
"[Aminu Kano Teaching Hospital]","2"
"[Lumendi, LLC]","4"
"[Calibr, a division of Scripps Research]","4"
"[Rowpar Pharmaceuticals, Inc.]","4"
"[Hospital Universitário Clementino Fraga Filho]","2"
"[Bioray Laboratories]","13"
"[MC10 Inc.]","1"
"[Graybug Vision]","3"
"[Vielight Inc.]","3"
"[Longhua Hospital]","2"
"[Ceevra, Inc.]","3"
"[ASSOCIATION POUR LE DEVELOPPEMENT EN FECONDATION IN VITRO]","1"
"[Fondazione Matilde Tettamanti Menotti De Marchi Onlus]","2"
"[Kezar Life Sciences, Inc.]","7"
"[Mymee Inc.]","1"
"[Dose Safety Inc.]","1"
"[Ahmadu Bello University Teaching Hospital]","4"
"[Faraday Pharmaceuticals, Inc.]","3"
"[Birdie Biopharmaceuticals HK Limited]","4"
"[Hyundai Pharm]","4"
"[Actualize Therapy]","1"
"[Zhejiang Chinese Medical University]","16"
"[Censo Biotechnologies Ltd]","1"
"[Fertiaguerrevere]","1"
"[Singapore Prison Service]","1"
"[Edesa Biotech Inc.]","2"
"[Vancouver Coastal Health Research Institute]","2"
"[Osteal Therapeutics, Inc.]","3"
"[Clinique de la Sauvegarde]","3"
"[PAVmed Inc.]","3"
"[IntraBio Inc]","4"
"[Terrapin Pharmacy]","1"
"[Srinivasa Heart Centre]","1"
"[Poznan University of Physical Education]","22"
"[Redwood Pharma AB]","1"
"[Centre d'Etude des Cellules Souches]","2"
"[Our Lady of Lourdes Hospital, Drogheda]","2"
"[Wrightington, Wigan and Leigh NHS Foundation Trust]","4"
"[phenox Inc.]","1"
"[Primex ehf]","2"
"[Nanhua University]","1"
"[Akusherstvo Pro]","2"
"[YSLab]","1"
"[Hellenic Society of Surgical Oncology]","1"
"[Hospital Universitario de Cabuenes]","1"
"[GCS pour la recherche et la formation en sante mentale]","1"
"[Bragee Clinics]","2"
"[Indonesian Nutrition Association]","2"
"[Fatima Jinnah Women University]","4"
"[Spanish Society of Anesthesia and Critical Care (SEDAR)]","1"
"[Trefoil Therapeutics, Inc.]","4"
"[Pharmamel S.L.]","1"
"[Calcilytix Therapeutics, Inc., a BridgeBio company]","3"
"[Daruvarske Toplice]","1"
"[Nanjing Leads Biolabs Co.,Ltd]","8"
"[Hegau-Bodensee-Klinikum Singen]","2"
"[Verici Dx]","1"
"[Morgagni Pierantoni Hospital]","1"
"[Visus Therapeutics]","3"
"[MGP Ingredients, Inc.]","1"
"[Selva Therapeutics, Inc.]","1"
"[EMN Research Italy]","1"
"[Philippine Neurological Association]","2"
"[GI Alliance]","1"
"[Faeth Therapeutics]","3"
"[Asia Stem Cell Regenerative Pharmaceutical Co., Ltd.]","1"
"[Concern GRANIT]","1"
"[Atamyo Therapeutics]","1"
"[Purinomia Biotech, Inc.]","1"
"[Centro Medico Polispecialistico]","1"
"[Vaxcyte, Inc.]","3"
"[Fresenius Kabi Taiwan Ltd.]","1"
"[Bioscan Research Pvt. Ltd.]","2"
"[Biomica Ltd.]","1"
"[State Key Laboratory of Subhealth Intervention Technology]","1"
"[Anesthesia Research Group UA]","5"
"[Singula Institute]","1"
"[Bateman Horne Center]","1"
"[AeskuLab Pathology Prague]","1"
"[Danone Specialized Nutrition]","1"
"[Shanghai Bluesail Boyuan Medical Technology Co., Ltd.]","1"
"[Central TB Research Institute]","1"
"[Vesteck, Inc.]","1"
"[iOmx Therapeutics AG]","1"
"[Symphony Evolution, Inc.]","10"
"[Center for Medicinal Cannabis Research]","9"
"[Medical Research Council Unit, The Gambia]","5"
"[Mitsukoshi Health and Welfare Foundation]","1"
"[TherOx]","5"
"[Uromedica]","4"
"[Transport Pharmaceuticals]","3"
"[Watson Pharmaceuticals]","29"
"[The Netherlands Cancer Institute]","179"
"[Public Health Solutions]","3"
"[Poissy-Saint Germain Hospital]","11"
"[Glycaemic Index Testing, Inc.]","1"
"[Japan Heart Foundation]","1"
"[Göteborg University]","226"
"[Meiji University of Oriental Medicine]","2"
"[Anza Therapeutics, Inc.]","3"
"[Société des Produits Nestlé (SPN)]","272"
"[The Boeing Company]","2"
"[NHS Greater Glasgow Yorkhill Division]","2"
"[McMorland, Gordon, D.C.]","1"
"[University of Paris 5 - Rene Descartes]","17"
"[Spanish National Health System]","1"
"[Tropical Medicine Research Institute]","2"
"[Isifer AB]","2"
"[The Mediterranean Institute for Transplantation and Advanced Specialized Therapies]","6"
"[Laikο General Hospital, Athens]","7"
"[Lehigh Valley Hospital]","20"
"[Tokyo Medical and Dental University]","10"
"[NHS Tayside]","24"
"[Paradigm Spine]","5"
"[Shields, Shields and Associates]","1"
"[Faculdade de Medicina de Valenca]","5"
"[Changhai Hospital]","220"
"[Supernus Pharmaceuticals, Inc.]","39"
"[Fondazione Poliambulanza Istituto Ospedaliero]","15"
"[Irmandade Santa Casa de Misericórdia de Porto Alegre]","8"
"[National Marrow Donor Program]","1"
"[Genomas, Inc]","2"
"[Nordic MDS Group]","4"
"[Akontis]","1"
"[Istituti Tumori Giovanni Paolo II]","1"
"[Elusys Therapeutics]","7"
"[Moberg Pharma AB]","12"
"[Sun Pharma Advanced Research Company Limited]","31"
"[Silliker, Inc.]","1"
"[Cooper Green Mercy Hospital]","1"
"[Metabolic Technologies Inc.]","14"
"[Swedish University of Agricultural Sciences]","8"
"[Radius Pharmaceuticals, Inc.]","4"
"[Magna Pharmaceuticals, Inc.]","4"
"[Credit Valley EyeCare]","4"
"[Jiangsu Province Centers for Disease Control and Prevention]","62"
"[South East Asia Infectious Disease Clinical Research Network]","3"
"[Golden Biotechnology Corporation]","10"
"[Fujian Longhua Pharmaceutical Co. Ltd]","1"
"[Acarix]","4"
"[Genesis Center for Fertility & Human Pre-Implantation Genetics]","2"
"[Benvenue Medical, Inc.]","2"
"[University of Sarajevo]","6"
"[Protgen Ltd]","9"
"[Örebro University, Sweden]","63"
"[Talaria, Inc]","3"
"[Fidia Farmaceutici s.p.a.]","19"
"[Justin Parker Neurological Institute]","4"
"[Regenera Pharma Ltd]","6"
"[Epic Research & Diagnostics, Inc.]","5"
"[Dr. Lila Nachtigall Rapid Medical Research, New York]","1"
"[Instituto Nacional de Rehabilitacion]","8"
"[Catalan Agency for Health Information, Assessment and Quality]","1"
"[The Maas Clinic]","2"
"[iRhythm Technologies, Inc.]","2"
"[Akinion Pharmaceuticals AB]","1"
"[Danish Committee for Health Education]","1"
"[Universidad de Cartagena]","2"
"[Irmandade Santa Casa Misericórdia Marília]","2"
"[Bactiguard AB]","4"
"[InnoPharmax Inc.]","4"
"[VTBIO Co. LTD]","4"
"[Grupo Español de Síndromes Mielodisplásicos]","1"
"[Windber Research Institute]","2"
"[Fundación para el Fomento de la Investigación Sanitaria y Biomédica de la Comunitat Valenciana]","43"
"[Adam International Hospital]","5"
"[Rick Hansen Institute]","2"
"[KunWha Pharmaceutical Co., Ltd.]","1"
"[ATS Clinical Research]","1"
"[Oregon College of Oriental Medicine]","1"
"[University Hospital of Limerick]","14"
"[Fondazione Policlinico Universitario Agostino Gemelli IRCCS]","358"
"[Spirogen]","1"
"[SportWelding GmbH]","1"
"[Hong Kong Sanatorium & Hospital]","8"
"[Sage Therapeutics]","41"
"[Chinese Pulmonary Vascular Disease Research Group]","11"
"[Florida Hospital Tampa Bay Division]","6"
"[Instituto Nacional de Cancerologia, Columbia]","7"
"[Amniox Medical, Inc.]","3"
"[Zambia Center for Applied Health Research and Development]","2"
"[Regionaal Ziekenhuis Heilig Hart Tienen]","2"
"[Fundación Hospital de Madrid]","1"
"[Hypertension Excellence Centre Lucerne]","1"
"[Hevert-Arzneimittel GmbH & Co. KG]","1"
"[Organización Interprofesional Agroalimentaria de Cereales Panificables y Derivados]","1"
"[Cardiovascular and Interventional Radiological Society of Europe]","5"
"[Pulsar Vascular]","3"
"[Creo Medical Limited]","3"
"[Psoriasis Treatment Center of Central New Jersey]","12"
"[Physio-Control]","1"
"[Futura Medical Developments Ltd.]","6"
"[Klinikum Westbrandenburg GmbH]","1"
"[Regenstrief Institute, Inc.]","4"
"[Laboratoire Boreaderme Inc.]","2"
"[Aegis Medical Innovations]","1"
"[CentraCare]","2"
"[Third Affiliated Hospital of Guangzhou University of Traditional Chinese Medicine]","1"
"[Swiss Vision Network]","6"
"[ADIR Association]","18"
"[St John of God, Malawi]","1"
"[Biocare Copenhagen A/S]","1"
"[Alydia Health]","3"
"[Universidad Icesi]","1"
"[Centro Mente Aberta de Mindfulness]","7"
"[Workit Health]","1"
"[Ciusss de L'Est de l'Île de Montréal]","57"
"[Ced Service GmbH]","4"
"[Imam Abdulrahman Al Faisal Hospital]","3"
"[Research Institute of Fundamental and Clinical Immunology]","2"
"[Korean Cardiac Arrest Research Consortium]","1"
"[Evidem Consultores SL]","1"
"[Fundación para la Formación e Investigación de los Profesionales de la Salud de Extremadura]","1"
"[Läkarexpressen AB]","1"
"[Frequency Therapeutics]","7"
"[Sienna Labs]","2"
"[Labrida AS]","3"
"[CRG UZ Brussel]","12"
"[Collagen Solutions]","1"
"[Grenoble Ecole de Management]","1"
"[F-star Therapeutics Limited]","3"
"[Harmony Biosciences, LLC]","6"
"[Egyptian Atomic Energy Authority]","3"
"[International Biophysics Corporation]","2"
"[Omnifarma Kiev LLC]","1"
"[Alector Inc.]","9"
"[Universidad Autonoma del Estado de Mexico]","3"
"[Careseng Biotech Co., Ltd.]","2"
"[Jett Foundation, Inc.]","1"
"[ClearLine MD]","1"
"[CarThera]","1"
"[Premedix Academy]","3"
"[Miami Dermatology and Laser Institute]","1"
"[Sanwa BioTech Limited]","1"
"[B&A Therapeutics]","1"
"[Cengiz Gokcek Women's and Children's Hospital]","14"
"[Clarity Pharmaceuticals Ltd]","9"
"[Paris Nanterre University]","2"
"[Orgenesis Ltd.]","1"
"[Silk Medical Aesthetics, Inc.]","1"
"[Applied Therapeutics, Inc.]","5"
"[Asarina Pharma]","2"
"[Memic Innovative Surgery]","1"
"[Istanbul Arel University]","14"
"[An-Najah National University]","6"
"[Biobank]","2"
"[Kobe Minimally Invasive Cancer Center]","1"
"[Telethusa Centre for Flamenco Research]","2"
"[Ikerbasque - Basque Foundation for Science]","1"
"[Eye Specialists of Indiana]","1"
"[KA Medical, LLC]","1"
"[University of Peshawar]","2"
"[Nnamdi Azikiwe University]","1"
"[Kasturba Medical College]","1"
"[Espacio Gaspar Clinic]","2"
"[Swan Medical S. L.]","1"
"[Institut de cancérologie Strasbourg Europe]","26"
"[The Institute of Nephrology of the Academy of Medical Sciences of Ukraine]","1"
"[Ministerio de Salud de Ciudad Autónoma de Buenos Aires]","4"
"[Samuel Merritt University]","1"
"[Kingman Regional Medical Center]","1"
"[Dentaid SL]","2"
"[Brand's Suntory Asia]","1"
"[InGef - Institute for Applied Health Research Berlin GmbH]","2"
"[Chemo Mouthpiece]","1"
"[Cairn Diagnostics]","4"
"[Innopsys]","1"
"[Northern Ontario School of Medicine]","2"
"[Bryn Mawr Hospital]","1"
"[Sleepiz AG]","4"
"[SIMRAustraliaBiotech]","1"
"[MediPrint Ophthalmics, Inc.]","1"
"[Akan Biosciences, LLC]","1"
"[Centre Hospitalier Emile Roux]","4"
"[Mach-E B.V.]","2"
"[Parma University Hospital]","2"
"[Psych Atlanta]","1"
"[Szabolcs - Szatmár - Bereg County Hospitals and University Teaching Hospital, András Jósa Teaching H]","1"
"[Laboratoires Pharmaceutiques Trenker]","1"
"[Baptist Health, Louisville]","1"
"[Emergex Vaccines Holding Ltd.]","3"
"[Leonardo Paroche de Matos]","3"
"[Protean BioDiagnostics]","2"
"[Puyang Oilfield General Hospital]","1"
"[University of Dschang]","1"
"[Swiat Zdrowia]","1"
"[Winthrop University]","2"
"[Big Bold Health, PBC]","1"
"[Tarsus University]","4"
"[Angelini Pharma Česká republika s.r.o.]","1"
"[Zylorion Health]","2"
"[Clinika de Kay SL]","1"
"[Iksuda Therapeutics Ltd.]","1"
"[StimAire Australia Pty Ltd]","1"
"[Aditxt, Inc.]","1"
"[Artromedical Konrad Malinowski Clinic]","7"
"[Wuhan Institute of Biological Products Co., Ltd]","3"
"[Ministry of National Education, Turkey]","1"
"[Quantiq.io]","1"
"[Binah.ai LTD.]","1"
"[Hirabai Cowasji Jehangir Medical Research Institute]","2"
"[Groupe Maladies hémorragiques de Bretagne]","2"
"[China Resources Biopharmaceutical Co., Ltd]","1"
"[Icosavax, Inc.]","1"
"[National Society for Neurosonology and Cerebral Circulation]","1"
"[Virtuoso BINco, Inc.]","1"
"[Pyxis Oncology, Inc]","2"
"[Surepulse Medical Limited]","1"
"[NasaClip]","1"
"[Centre Hospitalier de Bethune]","1"
"[Exai Bio Inc.]","1"
"[St. Jude Children's Research Hospital]","351"
"[Oregon Health and Science University]","585"
"[ViiV Healthcare]","219"
"[Xenova Biomedix]","1"
"[NICHD Global Network for Women's and Children's Health]","29"
"[Arkansas Children's Hospital Research Institute]","98"
"[Ejaz, Abulate A, MD]","1"
"[Savient Pharmaceuticals]","6"
"[Shady Grove Fertility Reproductive Science Center]","5"
"[Monarch Medical Research]","4"
"[Cambridge Health Alliance]","35"
"[Marcus Altfeld, M.D., Ph.D.]","1"
"[Axaron Bioscience AG]","1"
